timestamp,src_ip,src_port,dst_ip,dst_port,protocol,window_size,label,confidence
2026-07-12 08:32:32,123.23.23.23,53,192.168.1.24,42778,UDP,3,BENIGN,0.8748
2026-07-12 08:32:32,192.168.1.24,43404,34.54.84.110,443,TCP,3,BENIGN,0.9255
2026-07-12 08:32:32,192.168.1.24,43394,34.54.84.110,443,TCP,5,BENIGN,0.8913
2026-07-12 08:32:32,123.23.23.23,53,192.168.1.24,42778,UDP,5,BENIGN,0.8748
2026-07-12 08:32:32,192.168.1.24,43404,34.54.84.110,443,TCP,5,BENIGN,0.9255
2026-07-12 08:32:33,192.168.1.24,43404,34.54.84.110,443,TCP,3,BENIGN,0.9342
2026-07-12 08:32:33,192.168.1.24,43394,34.54.84.110,443,TCP,5,BENIGN,0.8617
2026-07-12 08:32:33,123.23.23.23,53,192.168.1.24,42778,UDP,5,BENIGN,0.8748
2026-07-12 08:32:33,192.168.1.24,43404,34.54.84.110,443,TCP,5,BENIGN,0.9342
2026-07-12 08:32:34,123.23.23.23,53,192.168.1.24,42778,UDP,5,BENIGN,0.8748
2026-07-12 08:32:34,192.168.1.24,43404,34.54.84.110,443,TCP,5,BENIGN,0.9342
2026-07-12 08:32:35,192.168.1.5,0,224.0.0.252,0,2,5,BENIGN,0.8906
2026-07-12 08:32:35,192.168.1.24,43404,34.54.84.110,443,TCP,5,BENIGN,0.9449
2026-07-12 08:32:36,192.168.1.5,0,224.0.0.252,0,2,3,BENIGN,0.8906
2026-07-12 08:32:36,192.168.1.5,0,224.0.0.252,0,2,5,BENIGN,0.8906
2026-07-12 08:32:37,192.168.1.5,0,224.0.0.252,0,2,3,BENIGN,0.8906
2026-07-12 08:32:37,192.168.1.5,0,224.0.0.252,0,2,5,BENIGN,0.8906
2026-07-12 08:32:38,192.168.1.5,0,224.0.0.252,0,2,5,BENIGN,0.8906
2026-07-12 08:32:39,192.168.1.5,0,224.0.0.252,0,2,5,BENIGN,0.8906
2026-07-12 08:32:44,123.23.23.23,53,192.168.1.24,57018,UDP,5,BENIGN,0.8748
2026-07-12 08:32:45,123.23.23.23,53,192.168.1.24,57018,UDP,3,BENIGN,0.8748
2026-07-12 08:32:45,123.23.23.23,53,192.168.1.24,57018,UDP,5,BENIGN,0.8748
2026-07-12 08:32:45,192.168.1.24,51376,91.189.91.96,80,TCP,5,BENIGN,0.8660
2026-07-12 08:32:46,123.23.23.23,53,192.168.1.24,57018,UDP,3,BENIGN,0.8748
2026-07-12 08:32:46,192.168.1.24,51376,91.189.91.96,80,TCP,3,BENIGN,0.8660
2026-07-12 08:32:46,123.23.23.23,53,192.168.1.24,57018,UDP,5,BENIGN,0.8748
2026-07-12 08:32:46,192.168.1.24,51376,91.189.91.96,80,TCP,5,BENIGN,0.8660
2026-07-12 08:32:47,192.168.1.24,51376,91.189.91.96,80,TCP,3,BENIGN,0.8689
2026-07-12 08:32:47,123.23.23.23,53,192.168.1.24,57018,UDP,5,BENIGN,0.8748
2026-07-12 08:32:47,192.168.1.24,51376,91.189.91.96,80,TCP,5,BENIGN,0.8689
2026-07-12 08:32:48,123.23.23.23,53,192.168.1.24,57018,UDP,5,BENIGN,0.8748
2026-07-12 08:32:48,192.168.1.24,51376,91.189.91.96,80,TCP,5,BENIGN,0.8689
2026-07-12 08:32:49,192.168.1.24,51376,91.189.91.96,80,TCP,5,BENIGN,0.8725
2026-07-12 08:32:56,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.7874
2026-07-12 08:32:57,192.168.1.24,37742,34.54.84.110,443,TCP,1,BENIGN,0.7980
2026-07-12 08:32:57,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8286
2026-07-12 08:32:57,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8669
2026-07-12 08:32:58,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8669
2026-07-12 08:32:58,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8669
2026-07-12 08:32:59,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8490
2026-07-12 08:32:59,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8490
2026-07-12 08:32:59,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8475
2026-07-12 08:33:00,192.168.1.24,49920,20.184.175.1,443,TCP,3,BENIGN,0.8475
2026-07-12 08:33:00,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8490
2026-07-12 08:33:00,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8475
2026-07-12 08:33:01,192.168.1.24,49920,20.184.175.1,443,TCP,3,BENIGN,0.8475
2026-07-12 08:33:01,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8266
2026-07-12 08:33:01,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8475
2026-07-12 08:33:02,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8475
2026-07-12 08:33:03,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8475
2026-07-12 08:33:27,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8472
2026-07-12 08:33:27,123.23.23.23,53,192.168.1.24,54681,UDP,5,BENIGN,0.8748
2026-07-12 08:33:27,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8504
2026-07-12 08:33:28,192.168.1.24,51736,34.54.84.110,443,TCP,1,BENIGN,0.8557
2026-07-12 08:33:28,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8472
2026-07-12 08:33:28,123.23.23.23,53,192.168.1.24,54681,UDP,3,BENIGN,0.8748
2026-07-12 08:33:28,192.168.1.24,51736,34.54.84.110,443,TCP,3,BENIGN,0.8588
2026-07-12 08:33:28,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8472
2026-07-12 08:33:28,123.23.23.23,53,192.168.1.24,54681,UDP,5,BENIGN,0.8748
2026-07-12 08:33:28,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8588
2026-07-12 08:33:29,192.168.1.24,51736,34.54.84.110,443,TCP,1,BENIGN,0.8599
2026-07-12 08:33:29,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8472
2026-07-12 08:33:29,123.23.23.23,53,192.168.1.24,54681,UDP,3,BENIGN,0.8748
2026-07-12 08:33:29,192.168.1.24,51736,34.54.84.110,443,TCP,3,BENIGN,0.8773
2026-07-12 08:33:29,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8472
2026-07-12 08:33:29,123.23.23.23,53,192.168.1.24,54681,UDP,5,BENIGN,0.8748
2026-07-12 08:33:29,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8991
2026-07-12 08:33:30,192.168.1.24,51736,34.54.84.110,443,TCP,3,BENIGN,0.8991
2026-07-12 08:33:30,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8472
2026-07-12 08:33:30,123.23.23.23,53,192.168.1.24,54681,UDP,5,BENIGN,0.8748
2026-07-12 08:33:30,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8991
2026-07-12 08:33:30,123.23.23.23,53,192.168.1.24,40621,UDP,5,BENIGN,0.8748
2026-07-12 08:33:31,192.168.1.24,51736,34.54.84.110,443,TCP,3,BENIGN,0.8862
2026-07-12 08:33:31,123.23.23.23,53,192.168.1.24,40621,UDP,3,BENIGN,0.8748
2026-07-12 08:33:31,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8472
2026-07-12 08:33:31,123.23.23.23,53,192.168.1.24,54681,UDP,5,BENIGN,0.8748
2026-07-12 08:33:31,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8862
2026-07-12 08:33:31,123.23.23.23,53,192.168.1.24,40621,UDP,5,BENIGN,0.8748
2026-07-12 08:33:31,123.23.23.23,53,192.168.1.24,50273,UDP,5,BENIGN,0.8748
2026-07-12 08:33:31,192.168.1.24,51740,34.54.84.110,443,TCP,5,BENIGN,0.9100
2026-07-12 08:33:31,192.168.1.24,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8939
2026-07-12 08:33:32,123.23.23.23,53,192.168.1.24,40621,UDP,3,BENIGN,0.8748
2026-07-12 08:33:32,123.23.23.23,53,192.168.1.24,50273,UDP,3,BENIGN,0.8748
2026-07-12 08:33:32,192.168.1.24,51740,34.54.84.110,443,TCP,3,BENIGN,0.9100
2026-07-12 08:33:32,192.168.1.24,5353,224.0.0.251,5353,UDP,3,BENIGN,0.8939
2026-07-12 08:33:32,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8701
2026-07-12 08:33:32,123.23.23.23,53,192.168.1.24,40621,UDP,5,BENIGN,0.8748
2026-07-12 08:33:32,123.23.23.23,53,192.168.1.24,50273,UDP,5,BENIGN,0.8748
2026-07-12 08:33:32,192.168.1.24,51740,34.54.84.110,443,TCP,5,BENIGN,0.9100
2026-07-12 08:33:32,192.168.1.24,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8939
2026-07-12 08:33:33,123.23.23.23,53,192.168.1.24,50273,UDP,3,BENIGN,0.8748
2026-07-12 08:33:33,192.168.1.24,51740,34.54.84.110,443,TCP,3,BENIGN,0.9100
2026-07-12 08:33:33,192.168.1.24,5353,224.0.0.251,5353,UDP,3,BENIGN,0.8939
2026-07-12 08:33:33,192.168.1.24,51736,34.54.84.110,443,TCP,5,BENIGN,0.8701
2026-07-12 08:33:33,123.23.23.23,53,192.168.1.24,40621,UDP,5,BENIGN,0.8748
2026-07-12 08:33:33,123.23.23.23,53,192.168.1.24,50273,UDP,5,BENIGN,0.8748
2026-07-12 08:33:33,192.168.1.24,51740,34.54.84.110,443,TCP,5,BENIGN,0.9100
2026-07-12 08:33:33,192.168.1.24,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8939
2026-07-12 08:33:34,123.23.23.23,53,192.168.1.24,40621,UDP,5,BENIGN,0.8748
2026-07-12 08:33:34,123.23.23.23,53,192.168.1.24,50273,UDP,5,BENIGN,0.8748
2026-07-12 08:33:34,192.168.1.24,51740,34.54.84.110,443,TCP,5,BENIGN,0.9100
2026-07-12 08:33:34,192.168.1.24,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8939
2026-07-12 08:33:35,123.23.23.23,53,192.168.1.24,50273,UDP,5,BENIGN,0.8748
2026-07-12 08:33:35,192.168.1.24,51740,34.54.84.110,443,TCP,5,BENIGN,0.9100
2026-07-12 08:33:35,192.168.1.24,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8939
2026-07-12 08:33:37,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:38,192.168.1.24,49920,20.184.175.1,443,TCP,3,BENIGN,0.8924
2026-07-12 08:33:38,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:39,192.168.1.24,49920,20.184.175.1,443,TCP,3,BENIGN,0.8924
2026-07-12 08:33:39,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:40,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:41,192.168.1.24,37742,34.54.84.110,443,TCP,1,BENIGN,0.8594
2026-07-12 08:33:41,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8741
2026-07-12 08:33:41,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:41,192.168.1.24,49920,20.184.175.1,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:41,123.23.23.23,53,192.168.1.24,49069,UDP,5,BENIGN,0.8748
2026-07-12 08:33:41,123.23.23.23,53,192.168.1.24,45118,UDP,5,BENIGN,0.8748
2026-07-12 08:33:42,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8924
2026-07-12 08:33:42,123.23.23.23,53,192.168.1.24,49069,UDP,3,BENIGN,0.8748
2026-07-12 08:33:42,123.23.23.23,53,192.168.1.24,45118,UDP,3,BENIGN,0.8748
2026-07-12 08:33:42,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:42,123.23.23.23,53,192.168.1.24,49069,UDP,5,BENIGN,0.8748
2026-07-12 08:33:42,123.23.23.23,53,192.168.1.24,45118,UDP,5,BENIGN,0.8748
2026-07-12 08:33:43,192.168.1.24,37742,34.54.84.110,443,TCP,3,BENIGN,0.8924
2026-07-12 08:33:43,123.23.23.23,53,192.168.1.24,49069,UDP,3,BENIGN,0.8748
2026-07-12 08:33:43,123.23.23.23,53,192.168.1.24,45118,UDP,3,BENIGN,0.8748
2026-07-12 08:33:43,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:43,123.23.23.23,53,192.168.1.24,49069,UDP,5,BENIGN,0.8748
2026-07-12 08:33:43,123.23.23.23,53,192.168.1.24,45118,UDP,5,BENIGN,0.8748
2026-07-12 08:33:44,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:44,123.23.23.23,53,192.168.1.24,49069,UDP,5,BENIGN,0.8748
2026-07-12 08:33:44,123.23.23.23,53,192.168.1.24,45118,UDP,5,BENIGN,0.8748
2026-07-12 08:33:45,192.168.1.24,37742,34.54.84.110,443,TCP,5,BENIGN,0.8924
2026-07-12 08:33:45,123.23.23.23,53,192.168.1.24,49069,UDP,5,BENIGN,0.8748
2026-07-12 08:33:45,123.23.23.23,53,192.168.1.24,45118,UDP,5,BENIGN,0.8748
2026-07-12 08:33:45,123.23.23.23,53,192.168.1.24,48177,UDP,5,BENIGN,0.8748
2026-07-12 08:33:46,123.23.23.23,53,192.168.1.24,48177,UDP,3,BENIGN,0.8748
2026-07-12 08:33:46,123.23.23.23,53,192.168.1.24,48177,UDP,5,BENIGN,0.8748
2026-07-12 08:33:46,185.125.188.36,443,192.168.1.24,44142,TCP,5,BENIGN,0.8284
2026-07-12 08:33:46,185.125.188.36,443,192.168.1.24,44144,TCP,5,BENIGN,0.8472
2026-07-12 08:33:47,185.125.188.36,443,192.168.1.24,44144,TCP,1,BENIGN,0.8539
2026-07-12 08:33:47,123.23.23.23,53,192.168.1.24,48177,UDP,3,BENIGN,0.8748
2026-07-12 08:33:47,185.125.188.36,443,192.168.1.24,44142,TCP,3,BENIGN,0.8284
2026-07-12 08:33:47,185.125.188.36,443,192.168.1.24,44144,TCP,3,BENIGN,0.8478
2026-07-12 08:33:47,123.23.23.23,53,192.168.1.24,48177,UDP,5,BENIGN,0.8748
2026-07-12 08:33:47,185.125.188.36,443,192.168.1.24,44142,TCP,5,BENIGN,0.8284
2026-07-12 08:33:47,185.125.188.36,443,192.168.1.24,44144,TCP,5,BENIGN,0.8402
2026-07-12 08:33:47,185.125.188.36,443,192.168.1.24,52542,TCP,5,BENIGN,0.8356
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,52542,TCP,1,BENIGN,0.8498
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,44142,TCP,3,BENIGN,0.8284
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,44144,TCP,3,BENIGN,0.8402
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,52542,TCP,3,BENIGN,0.8475
2026-07-12 08:33:48,123.23.23.23,53,192.168.1.24,48177,UDP,5,BENIGN,0.8748
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,44142,TCP,5,BENIGN,0.8284
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,44144,TCP,5,BENIGN,0.8402
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,52542,TCP,5,BENIGN,0.8446
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,52554,TCP,5,BENIGN,0.8284
2026-07-12 08:33:48,123.23.23.23,53,192.168.1.24,33214,UDP,5,BENIGN,0.8748
2026-07-12 08:33:48,123.23.23.23,53,192.168.1.24,58616,UDP,5,BENIGN,0.8748
2026-07-12 08:33:48,123.23.23.23,53,192.168.1.24,54428,UDP,5,BENIGN,0.8819
2026-07-12 08:33:48,123.23.23.23,53,192.168.1.24,36949,UDP,5,BENIGN,0.8815
2026-07-12 08:33:48,123.23.23.23,53,192.168.1.24,33464,UDP,5,BENIGN,0.8739
2026-07-12 08:33:48,13.107.5.93,443,192.168.1.24,33352,TCP,5,BENIGN,0.8051
2026-07-12 08:33:48,192.168.1.26,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8709
2026-07-12 08:33:48,185.125.188.36,443,192.168.1.24,52556,TCP,5,BENIGN,0.8220
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52556,TCP,1,BENIGN,0.8305
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,44144,TCP,3,BENIGN,0.8542
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52542,TCP,3,BENIGN,0.8446
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52554,TCP,3,BENIGN,0.8284
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,33214,UDP,3,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,58616,UDP,3,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,54428,UDP,3,BENIGN,0.8819
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,36949,UDP,3,BENIGN,0.8815
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,33464,UDP,3,BENIGN,0.8739
2026-07-12 08:33:49,13.107.5.93,443,192.168.1.24,33352,TCP,3,BENIGN,0.8051
2026-07-12 08:33:49,192.168.1.26,5353,224.0.0.251,5353,UDP,3,BENIGN,0.8709
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52556,TCP,3,BENIGN,0.8326
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,48177,UDP,5,BENIGN,0.8748
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,44142,TCP,5,BENIGN,0.8284
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,44144,TCP,5,BENIGN,0.8542
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52542,TCP,5,BENIGN,0.8446
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52554,TCP,5,BENIGN,0.8284
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,33214,UDP,5,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,58616,UDP,5,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,54428,UDP,5,BENIGN,0.8819
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,36949,UDP,5,BENIGN,0.8815
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,33464,UDP,5,BENIGN,0.8739
2026-07-12 08:33:49,13.107.5.93,443,192.168.1.24,33352,TCP,5,BENIGN,0.8051
2026-07-12 08:33:49,192.168.1.26,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8709
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52556,TCP,5,BENIGN,0.8352
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,37290,UDP,5,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,44917,UDP,5,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,45595,UDP,5,BENIGN,0.8748
2026-07-12 08:33:49,123.23.23.23,53,192.168.1.24,58218,UDP,5,BENIGN,0.8679
2026-07-12 08:33:49,185.125.188.36,443,192.168.1.24,52564,TCP,5,BENIGN,0.8472
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52564,TCP,1,BENIGN,0.8539
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52542,TCP,3,BENIGN,0.8640
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52554,TCP,3,BENIGN,0.8284
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,33214,UDP,3,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,58616,UDP,3,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,54428,UDP,3,BENIGN,0.8819
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,36949,UDP,3,BENIGN,0.8815
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,33464,UDP,3,BENIGN,0.8739
2026-07-12 08:33:50,13.107.5.93,443,192.168.1.24,33352,TCP,3,BENIGN,0.8051
2026-07-12 08:33:50,192.168.1.26,5353,224.0.0.251,5353,UDP,3,BENIGN,0.8709
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52556,TCP,3,BENIGN,0.8352
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,37290,UDP,3,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,44917,UDP,3,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,45595,UDP,3,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,58218,UDP,3,BENIGN,0.8679
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52564,TCP,3,BENIGN,0.8478
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,44142,TCP,5,BENIGN,0.8284
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,44144,TCP,5,BENIGN,0.8542
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52542,TCP,5,BENIGN,0.8640
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52554,TCP,5,BENIGN,0.8284
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,33214,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,58616,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,54428,UDP,5,BENIGN,0.8819
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,36949,UDP,5,BENIGN,0.8815
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,33464,UDP,5,BENIGN,0.8739
2026-07-12 08:33:50,13.107.5.93,443,192.168.1.24,33352,TCP,5,BENIGN,0.8051
2026-07-12 08:33:50,192.168.1.26,5353,224.0.0.251,5353,UDP,5,BENIGN,0.8709
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52556,TCP,5,BENIGN,0.8352
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,37290,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,44917,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,45595,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.23.23.23,53,192.168.1.24,58218,UDP,5,BENIGN,0.8679
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52564,TCP,5,BENIGN,0.8402
2026-07-12 08:33:50,185.125.188.36,443,192.168.1.24,52578,TCP,5,BENIGN,0.8356
2026-07-12 08:33:50,123.26.26.26,53,192.168.1.24,37966,UDP,5,BENIGN,0.8739
2026-07-12 08:33:50,123.26.26.26,53,192.168.1.24,46707,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.26.26.26,53,192.168.1.24,56337,UDP,5,BENIGN,0.8748
2026-07-12 08:33:50,123.26.26.26,53,192.168.1.24,42628,UDP,5,BENIGN,0.8748
